method,base_method,iteration,round,worker_count,eval_point,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,delta,lr_or_eta,small_batch,large_batch,restart_period,restart_mixing_rounds,candidate_id,candidate_parameters,batch_size,epoch_length,domain_radius,theory_multiplier
DGFM+,DGFM+,384,384,8,x_bar,25.084158658981323,100,100100,200100,1225827990,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",73728,768,768,0.7316602468490601,0.0106621868908405,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,432,432,8,x_bar,28.19205904006958,100,100100,200100,1225827990,szo,124416,124416,15552,"[15552, 15552, 15552, 15552, 15552, 15552, 15552, 15552]",81920,864,864,0.731669008731842,0.0102936811745166,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,480,480,8,x_bar,31.20771741867065,100,100100,200100,1225827990,szo,138240,138240,17280,"[17280, 17280, 17280, 17280, 17280, 17280, 17280, 17280]",90112,960,960,0.7316809892654419,0.0103827491402626,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.2837443351745605,101,100101,200101,845318908,szo,1024,1024,128,"[128, 128, 128, 128, 128, 128, 128, 128]",8192,2,2,0.7267057299613953,0.0103715909644961,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,48,48,8,x_bar,3.140463352203369,101,100101,200101,845318908,szo,13824,13824,1728,"[1728, 1728, 1728, 1728, 1728, 1728, 1728, 1728]",16384,96,96,0.7267658114433289,0.0101844975724816,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,96,96,8,x_bar,6.175950288772583,101,100101,200101,845318908,szo,27648,27648,3456,"[3456, 3456, 3456, 3456, 3456, 3456, 3456, 3456]",24576,192,192,0.726781964302063,0.0111995916813611,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,144,144,8,x_bar,9.212834119796751,101,100101,200101,845318908,szo,41472,41472,5184,"[5184, 5184, 5184, 5184, 5184, 5184, 5184, 5184]",32768,288,288,0.7267966866493225,0.0118558127433061,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,192,192,8,x_bar,12.229771137237549,101,100101,200101,845318908,szo,55296,55296,6912,"[6912, 6912, 6912, 6912, 6912, 6912, 6912, 6912]",40960,384,384,0.7268169522285461,0.0115396175533533,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,240,240,8,x_bar,15.278347969055176,101,100101,200101,845318908,szo,69120,69120,8640,"[8640, 8640, 8640, 8640, 8640, 8640, 8640, 8640]",49152,480,480,0.7268299460411072,0.0107603007927536,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,288,288,8,x_bar,18.41334867477417,101,100101,200101,845318908,szo,82944,82944,10368,"[10368, 10368, 10368, 10368, 10368, 10368, 10368, 10368]",57344,576,576,0.7268337607383728,0.0122598335146904,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,336,336,8,x_bar,21.45891237258911,101,100101,200101,845318908,szo,96768,96768,12096,"[12096, 12096, 12096, 12096, 12096, 12096, 12096, 12096]",65536,672,672,0.7268351912498474,0.0107298269867897,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,384,384,8,x_bar,24.49102282524109,101,100101,200101,845318908,szo,110592,110592,13824,"[13824, 13824, 13824, 13824, 13824, 13824, 13824, 13824]",73728,768,768,0.726844072341919,0.0109467832371592,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,432,432,8,x_bar,27.51655316352844,101,100101,200101,845318908,szo,124416,124416,15552,"[15552, 15552, 15552, 15552, 15552, 15552, 15552, 15552]",81920,864,864,0.7268573045730591,0.0114736463874578,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,480,480,8,x_bar,30.559762239456177,101,100101,200101,845318908,szo,138240,138240,17280,"[17280, 17280, 17280, 17280, 17280, 17280, 17280, 17280]",90112,960,960,0.7268749475479126,0.0102747026830911,0.1,0.001,8.0,64.0,24.0,1.0,DGFMplus__eta-0p001__large_batch-64__restart_mixing_rounds-1__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 64, ""restart_mixing_rounds"": 1, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.4894242286682129,100,100100,200100,1225827990,szo,2048,2048,256,"[256, 256, 256, 256, 256, 256, 256, 256]",8192,4,4,0.7314548492431641,0.0098370676860213,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.661550521850586,100,100100,200100,1225827990,szo,26112,26112,3264,"[3264, 3264, 3264, 3264, 3264, 3264, 3264, 3264]",16384,98,98,0.7315122485160828,0.0113088767975568,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,11.278292417526243,100,100100,200100,1225827990,szo,52224,52224,6528,"[6528, 6528, 6528, 6528, 6528, 6528, 6528, 6528]",24576,196,196,0.7315447330474854,0.0109032820910215,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,144,144,8,x_bar,16.85973310470581,100,100100,200100,1225827990,szo,78336,78336,9792,"[9792, 9792, 9792, 9792, 9792, 9792, 9792, 9792]",32768,294,294,0.7315587997436523,0.0100561212748289,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,192,192,8,x_bar,22.418288230896,100,100100,200100,1225827990,szo,104448,104448,13056,"[13056, 13056, 13056, 13056, 13056, 13056, 13056, 13056]",40960,392,392,0.731586754322052,0.01089190505445,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,240,240,8,x_bar,27.9968318939209,100,100100,200100,1225827990,szo,130560,130560,16320,"[16320, 16320, 16320, 16320, 16320, 16320, 16320, 16320]",49152,490,490,0.7315859794616699,0.0104950563982129,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,288,288,8,x_bar,33.555922508239746,100,100100,200100,1225827990,szo,156672,156672,19584,"[19584, 19584, 19584, 19584, 19584, 19584, 19584, 19584]",57344,588,588,0.7315932512283325,0.0102112274616956,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,336,336,8,x_bar,39.11198925971985,100,100100,200100,1225827990,szo,182784,182784,22848,"[22848, 22848, 22848, 22848, 22848, 22848, 22848, 22848]",65536,686,686,0.7316142320632935,0.0110866017639637,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,384,384,8,x_bar,44.778446197509766,100,100100,200100,1225827990,szo,208896,208896,26112,"[26112, 26112, 26112, 26112, 26112, 26112, 26112, 26112]",73728,784,784,0.7316187024116516,0.0107357697561383,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,432,432,8,x_bar,50.33401322364807,100,100100,200100,1225827990,szo,235008,235008,29376,"[29376, 29376, 29376, 29376, 29376, 29376, 29376, 29376]",81920,882,882,0.7316092252731323,0.0102043719962239,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,480,480,8,x_bar,56.006208419799805,100,100100,200100,1225827990,szo,261120,261120,32640,"[32640, 32640, 32640, 32640, 32640, 32640, 32640, 32640]",90112,980,980,0.7316038012504578,0.0097790407016873,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.5030970573425293,101,100101,200101,845318908,szo,2048,2048,256,"[256, 256, 256, 256, 256, 256, 256, 256]",8192,4,4,0.7267054319381714,0.0103661585599184,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,48,48,8,x_bar,5.777108430862427,101,100101,200101,845318908,szo,26112,26112,3264,"[3264, 3264, 3264, 3264, 3264, 3264, 3264, 3264]",16384,98,98,0.7267735600471497,0.0102050211280584,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,96,96,8,x_bar,11.490724086761476,101,100101,200101,845318908,szo,52224,52224,6528,"[6528, 6528, 6528, 6528, 6528, 6528, 6528, 6528]",24576,196,196,0.726800799369812,0.0113387461751699,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,144,144,8,x_bar,17.08153486251831,101,100101,200101,845318908,szo,78336,78336,9792,"[9792, 9792, 9792, 9792, 9792, 9792, 9792, 9792]",32768,294,294,0.726800799369812,0.0119199063628911,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,192,192,8,x_bar,22.637800455093384,101,100101,200101,845318908,szo,104448,104448,13056,"[13056, 13056, 13056, 13056, 13056, 13056, 13056, 13056]",40960,392,392,0.7268205285072327,0.0117256632074713,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,240,240,8,x_bar,28.19456362724304,101,100101,200101,845318908,szo,130560,130560,16320,"[16320, 16320, 16320, 16320, 16320, 16320, 16320, 16320]",49152,490,490,0.7268127202987671,0.0105712572112679,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,288,288,8,x_bar,33.85662007331848,101,100101,200101,845318908,szo,156672,156672,19584,"[19584, 19584, 19584, 19584, 19584, 19584, 19584, 19584]",57344,588,588,0.7268179059028625,0.0121108219027519,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,336,336,8,x_bar,39.466840982437134,101,100101,200101,845318908,szo,182784,182784,22848,"[22848, 22848, 22848, 22848, 22848, 22848, 22848, 22848]",65536,686,686,0.7268129587173462,0.0107996258884668,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,384,384,8,x_bar,45.087032318115234,101,100101,200101,845318908,szo,208896,208896,26112,"[26112, 26112, 26112, 26112, 26112, 26112, 26112, 26112]",73728,784,784,0.7268176674842834,0.0110440533608198,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,432,432,8,x_bar,50.811853647232056,101,100101,200101,845318908,szo,235008,235008,29376,"[29376, 29376, 29376, 29376, 29376, 29376, 29376, 29376]",81920,882,882,0.7268120646476746,0.0113437045365571,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,480,480,8,x_bar,56.58298683166504,101,100101,200101,845318908,szo,261120,261120,32640,"[32640, 32640, 32640, 32640, 32640, 32640, 32640, 32640]",90112,980,980,0.7268227934837341,0.0103729525581002,0.1,0.001,16.0,128.0,48.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-48__small_batch-16,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 48, ""small_batch"": 16}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.4973669052124023,100,100100,200100,1225827990,szo,2048,2048,256,"[256, 256, 256, 256, 256, 256, 256, 256]",8192,4,4,0.7314548492431641,0.0098370676860213,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,48,48,8,x_bar,3.5145931243896484,100,100100,200100,1225827990,szo,15872,15872,1984,"[1984, 1984, 1984, 1984, 1984, 1984, 1984, 1984]",16384,100,100,0.7314916253089905,0.0113204438239336,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,96,96,8,x_bar,6.965922594070435,100,100100,200100,1225827990,szo,31744,31744,3968,"[3968, 3968, 3968, 3968, 3968, 3968, 3968, 3968]",24576,200,200,0.731510579586029,0.010904973372817,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,144,144,8,x_bar,10.442134618759155,100,100100,200100,1225827990,szo,47616,47616,5952,"[5952, 5952, 5952, 5952, 5952, 5952, 5952, 5952]",32768,300,300,0.7315223813056946,0.0101245120167732,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,192,192,8,x_bar,13.913594245910645,100,100100,200100,1225827990,szo,63488,63488,7936,"[7936, 7936, 7936, 7936, 7936, 7936, 7936, 7936]",40960,400,400,0.7315377593040466,0.0108828917145729,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,240,240,8,x_bar,17.36170530319214,100,100100,200100,1225827990,szo,79360,79360,9920,"[9920, 9920, 9920, 9920, 9920, 9920, 9920, 9920]",49152,500,500,0.7315497398376465,0.0105417612940073,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,288,288,8,x_bar,20.846751928329468,100,100100,200100,1225827990,szo,95232,95232,11904,"[11904, 11904, 11904, 11904, 11904, 11904, 11904, 11904]",57344,600,600,0.7315536141395569,0.0101098800078034,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,336,336,8,x_bar,24.305420637130737,100,100100,200100,1225827990,szo,111104,111104,13888,"[13888, 13888, 13888, 13888, 13888, 13888, 13888, 13888]",65536,700,700,0.7315661907196045,0.0109478076919913,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,384,384,8,x_bar,27.75237274169922,100,100100,200100,1225827990,szo,126976,126976,15872,"[15872, 15872, 15872, 15872, 15872, 15872, 15872, 15872]",73728,800,800,0.731574535369873,0.0106874778866767,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,432,432,8,x_bar,31.317272901535038,100,100100,200100,1225827990,szo,142848,142848,17856,"[17856, 17856, 17856, 17856, 17856, 17856, 17856, 17856]",81920,900,900,0.731575071811676,0.0102607095614075,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,480,480,8,x_bar,34.86617684364319,100,100100,200100,1225827990,szo,158720,158720,19840,"[19840, 19840, 19840, 19840, 19840, 19840, 19840, 19840]",90112,1000,1000,0.731573224067688,0.0100859338417649,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
DGFM+,DGFM+,1,1,8,x_bar,0.4920475482940674,101,100101,200101,845318908,szo,2048,2048,256,"[256, 256, 256, 256, 256, 256, 256, 256]",8192,4,4,0.7267054319381714,0.0103661585599184,0.1,0.001,8.0,128.0,24.0,3.0,DGFMplus__eta-0p001__large_batch-128__restart_mixing_rounds-3__restart_period-24__small_batch-8,"{""eta"": 0.001, ""large_batch"": 128, ""restart_mixing_rounds"": 3, ""restart_period"": 24, ""small_batch"": 8}",,,,
