method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,test_accuracy,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,batch_size,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker
NOG-ZO,NOG,193,193,193.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5204997658729553,3.496067523956299,12,100012,200012,761845986,szo,24960,24960,3120,"[3120, 3120, 3120, 3120, 3120, 3120, 3120, 3120]",24576,195,195,0.9482901096343994,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,289,289,289.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6658719778060913,5.182499170303345,12,100012,200012,761845986,szo,37248,37248,4656,"[4656, 4656, 4656, 4656, 4656, 4656, 4656, 4656]",32768,291,291,0.9201352000236512,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,385,385,385.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.7323546409606934,6.799542665481567,12,100012,200012,761845986,szo,49536,49536,6192,"[6192, 6192, 6192, 6192, 6192, 6192, 6192, 6192]",40960,387,387,0.891491174697876,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,481,481,481.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6213386654853821,8.486076593399048,12,100012,200012,761845986,szo,61824,61824,7728,"[7728, 7728, 7728, 7728, 7728, 7728, 7728, 7728]",49152,483,483,0.8634970188140869,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,577,577,577.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.7328353524208069,10.301402807235718,12,100012,200012,761845986,szo,74112,74112,9264,"[9264, 9264, 9264, 9264, 9264, 9264, 9264, 9264]",57344,579,579,0.8350897431373596,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,673,673,673.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6982232928276062,12.00135612487793,12,100012,200012,761845986,szo,86400,86400,10800,"[10800, 10800, 10800, 10800, 10800, 10800, 10800, 10800]",65536,675,675,0.8068689703941345,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,769,769,769.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.7494465708732605,13.690513849258425,12,100012,200012,761845986,szo,98688,98688,12336,"[12336, 12336, 12336, 12336, 12336, 12336, 12336, 12336]",73728,771,771,0.7783308029174805,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,865,865,865.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4616568386554718,15.402087450027466,12,100012,200012,761845986,szo,110976,110976,13872,"[13872, 13872, 13872, 13872, 13872, 13872, 13872, 13872]",81920,867,867,0.7500213384628296,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,961,961,961.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6035197973251343,17.099119424819946,12,100012,200012,761845986,szo,123264,123264,15408,"[15408, 15408, 15408, 15408, 15408, 15408, 15408, 15408]",90112,963,963,0.7216494679450989,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1057,1057,1057.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6862794160842896,18.79751801490784,12,100012,200012,761845986,szo,135552,135552,16944,"[16944, 16944, 16944, 16944, 16944, 16944, 16944, 16944]",98304,1059,1059,0.6937499046325684,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1153,1153,1153.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.7563619017601013,20.392091035842896,12,100012,200012,761845986,szo,147840,147840,18480,"[18480, 18480, 18480, 18480, 18480, 18480, 18480, 18480]",106496,1155,1155,0.66547030210495,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1249,1249,1249.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6028648018836975,22.09158420562744,12,100012,200012,761845986,szo,160128,160128,20016,"[20016, 20016, 20016, 20016, 20016, 20016, 20016, 20016]",114688,1251,1251,0.6372910737991333,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1345,1345,1345.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5050873756408691,23.70901870727539,12,100012,200012,761845986,szo,172416,172416,21552,"[21552, 21552, 21552, 21552, 21552, 21552, 21552, 21552]",122880,1347,1347,0.6088593602180481,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1441,1441,1441.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.7318223714828491,25.4072904586792,12,100012,200012,761845986,szo,184704,184704,23088,"[23088, 23088, 23088, 23088, 23088, 23088, 23088, 23088]",131072,1443,1443,0.5806897878646851,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1537,1537,1537.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.8167335391044617,27.10100531578064,12,100012,200012,761845986,szo,196992,196992,24624,"[24624, 24624, 24624, 24624, 24624, 24624, 24624, 24624]",139264,1539,1539,0.5521663427352905,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1633,1633,1633.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6877774596214294,28.77688503265381,12,100012,200012,761845986,szo,209280,209280,26160,"[26160, 26160, 26160, 26160, 26160, 26160, 26160, 26160]",147456,1635,1635,0.5242230296134949,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1729,1729,1729.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.7501195073127747,30.397813081741333,12,100012,200012,761845986,szo,221568,221568,27696,"[27696, 27696, 27696, 27696, 27696, 27696, 27696, 27696]",155648,1731,1731,0.4958883821964264,0.3070741593837738,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1825,1825,1825.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.7395224571228027,31.994181156158447,12,100012,200012,761845986,szo,233856,233856,29232,"[29232, 29232, 29232, 29232, 29232, 29232, 29232, 29232]",163840,1827,1827,0.4676277339458465,0.2976833283901214,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,1921,1921,1921.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5938290953636169,33.68513035774231,12,100012,200012,761845986,szo,246144,246144,30768,"[30768, 30768, 30768, 30768, 30768, 30768, 30768, 30768]",172032,1923,1923,0.4409841299057007,0.2794614732265472,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2017,2017,2017.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5139844417572021,35.37933087348938,12,100012,200012,761845986,szo,258432,258432,32304,"[32304, 32304, 32304, 32304, 32304, 32304, 32304, 32304]",180224,2019,2019,0.4163977205753326,0.2551947832107544,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2113,2113,2113.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5014668107032776,36.99852800369263,12,100012,200012,761845986,szo,270720,270720,33840,"[33840, 33840, 33840, 33840, 33840, 33840, 33840, 33840]",188416,2115,2115,0.3941019177436828,0.230619192123413,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2209,2209,2209.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.390543520450592,38.51068210601807,12,100012,200012,761845986,szo,283008,283008,35376,"[35376, 35376, 35376, 35376, 35376, 35376, 35376, 35376]",196608,2211,2211,0.3737440705299377,0.2146313637495041,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2305,2305,2305.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4660362005233764,40.17558789253235,12,100012,200012,761845986,szo,295296,295296,36912,"[36912, 36912, 36912, 36912, 36912, 36912, 36912, 36912]",204800,2307,2307,0.3546914756298065,0.2049469500780105,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2401,2401,2401.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4100844264030456,41.90265941619873,12,100012,200012,761845986,szo,307584,307584,38448,"[38448, 38448, 38448, 38448, 38448, 38448, 38448, 38448]",212992,2403,2403,0.3364244997501373,0.1971164792776107,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2497,2497,2497.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4688564538955688,43.4078221321106,12,100012,200012,761845986,szo,319872,319872,39984,"[39984, 39984, 39984, 39984, 39984, 39984, 39984, 39984]",221184,2499,2499,0.3184151947498321,0.1893378347158432,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2593,2593,2593.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4920133948326111,45.00704646110535,12,100012,200012,761845986,szo,332160,332160,41520,"[41520, 41520, 41520, 41520, 41520, 41520, 41520, 41520]",229376,2595,2595,0.3013381958007812,0.1809376329183578,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2689,2689,2689.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5826009511947632,46.680153131484985,12,100012,200012,761845986,szo,344448,344448,43056,"[43056, 43056, 43056, 43056, 43056, 43056, 43056, 43056]",237568,2691,2691,0.2851356565952301,0.167610764503479,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2785,2785,2785.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4023817181587219,48.31012725830078,12,100012,200012,761845986,szo,356736,356736,44592,"[44592, 44592, 44592, 44592, 44592, 44592, 44592, 44592]",245760,2787,2787,0.2704654932022095,0.151364579796791,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2881,2881,2881.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.361944705247879,49.996986627578735,12,100012,200012,761845986,szo,369024,369024,46128,"[46128, 46128, 46128, 46128, 46128, 46128, 46128, 46128]",253952,2883,2883,0.2573445737361908,0.1385043710470199,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,2977,2977,2977.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3407197594642639,51.60750961303711,12,100012,200012,761845986,szo,381312,381312,47664,"[47664, 47664, 47664, 47664, 47664, 47664, 47664, 47664]",262144,2979,2979,0.2454255521297454,0.1206389516592025,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3073,3073,3073.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4629799723625183,53.29469037055969,12,100012,200012,761845986,szo,393600,393600,49200,"[49200, 49200, 49200, 49200, 49200, 49200, 49200, 49200]",270336,3075,3075,0.2353596687316894,0.1003034561872482,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3169,3169,3169.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3173783421516418,54.90351438522339,12,100012,200012,761845986,szo,405888,405888,50736,"[50736, 50736, 50736, 50736, 50736, 50736, 50736, 50736]",278528,3171,3171,0.227054551243782,0.0825198665261268,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3265,3265,3265.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4135527312755584,56.59493827819824,12,100012,200012,761845986,szo,418176,418176,52272,"[52272, 52272, 52272, 52272, 52272, 52272, 52272, 52272]",286720,3267,3267,0.2205480486154556,0.0647099614143371,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3361,3361,3361.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2058046609163284,58.20414900779724,12,100012,200012,761845986,szo,430464,430464,53808,"[53808, 53808, 53808, 53808, 53808, 53808, 53808, 53808]",294912,3363,3363,0.2157974988222122,0.0445434302091598,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3457,3457,3457.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3763703107833862,59.88181662559509,12,100012,200012,761845986,szo,442752,442752,55344,"[55344, 55344, 55344, 55344, 55344, 55344, 55344, 55344]",303104,3459,3459,0.212948277592659,0.0263513755053281,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3553,3553,3553.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2672986686229706,61.508875131607056,12,100012,200012,761845986,szo,455040,455040,56880,"[56880, 56880, 56880, 56880, 56880, 56880, 56880, 56880]",311296,3555,3555,0.2114311158657074,0.0165777560323476,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3649,3649,3649.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.1672703623771667,63.21142649650574,12,100012,200012,761845986,szo,467328,467328,58416,"[58416, 58416, 58416, 58416, 58416, 58416, 58416, 58416]",319488,3651,3651,0.211100086569786,0.0195121709257364,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3745,3745,3745.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2887567579746246,64.90110778808594,12,100012,200012,761845986,szo,479616,479616,59952,"[59952, 59952, 59952, 59952, 59952, 59952, 59952, 59952]",327680,3747,3747,0.2116516679525375,0.0282795820385217,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3841,3841,3841.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3193000853061676,66.58167815208435,12,100012,200012,761845986,szo,491904,491904,61488,"[61488, 61488, 61488, 61488, 61488, 61488, 61488, 61488]",335872,3843,3843,0.2120782732963562,0.0307973772287368,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,3937,3937,3937.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.1906668394804,68.19334149360657,12,100012,200012,761845986,szo,504192,504192,63024,"[63024, 63024, 63024, 63024, 63024, 63024, 63024, 63024]",344064,3939,3939,0.2116784751415252,0.0277243815362453,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,4033,4033,4033.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2002936750650406,69.89106464385986,12,100012,200012,761845986,szo,516480,516480,64560,"[64560, 64560, 64560, 64560, 64560, 64560, 64560, 64560]",352256,4035,4035,0.2108884900808334,0.0242284499108791,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,4129,4129,4129.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.1652536541223526,71.50902533531189,12,100012,200012,761845986,szo,528768,528768,66096,"[66096, 66096, 66096, 66096, 66096, 66096, 66096, 66096]",360448,4131,4131,0.2100101262331009,0.0228372905403375,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,4225,4225,4225.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2998102009296417,73.27240943908691,12,100012,200012,761845986,szo,541056,541056,67632,"[67632, 67632, 67632, 67632, 67632, 67632, 67632, 67632]",368640,4227,4227,0.2089917212724685,0.0219604168087244,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,4321,4321,4321.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2622373700141907,74.88602805137634,12,100012,200012,761845986,szo,553344,553344,69168,"[69168, 69168, 69168, 69168, 69168, 69168, 69168, 69168]",376832,4323,4323,0.2080412209033966,0.0215693172067403,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,4417,4417,4417.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.174914076924324,76.59471321105957,12,100012,200012,761845986,szo,565632,565632,70704,"[70704, 70704, 70704, 70704, 70704, 70704, 70704, 70704]",385024,4419,4419,0.2071828246116638,0.0220671966671943,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,4513,4513,4513.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2109450250864029,78.38980984687805,12,100012,200012,761845986,szo,577920,577920,72240,"[72240, 72240, 72240, 72240, 72240, 72240, 72240, 72240]",393216,4515,4515,0.2060826569795608,0.0200348105281591,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,4609,4609,4609.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2978200912475586,80.07826852798462,12,100012,200012,761845986,szo,590208,590208,73776,"[73776, 73776, 73776, 73776, 73776, 73776, 73776, 73776]",401408,4611,4611,0.2049320340156555,0.0183345638215541,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,4705,4705,4705.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3067160546779632,81.80087494850159,12,100012,200012,761845986,szo,602496,602496,75312,"[75312, 75312, 75312, 75312, 75312, 75312, 75312, 75312]",409600,4707,4707,0.2038903087377548,0.0164949726313352,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
NOG-ZO,NOG,4801,4801,4801.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3243064284324646,83.30405855178833,12,100012,200012,761845986,szo,614784,614784,76848,"[76848, 76848, 76848, 76848, 76848, 76848, 76848, 76848]",417792,4803,4803,0.2031019479036331,0.016861442476511,0.002,0.9029206037521362,0.9049955606460572,NOG-ZO__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,
