candidate_id,method,epsilon,formal_seed,hit,censored,first_hit_iteration,first_hit_depth,first_hit_total_work,first_hit_per_worker_work,first_hit_training_time,first_hit_stat_proxy,final_iteration,final_depth,final_total_work,final_stat_proxy,parameters
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.008,100,True,False,1120,1122,143616,17952,30.921785831451416,0.007860247977077961,1920,1922,246016,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.008,101,False,True,,,,,,,1920,1922,246016,0.007413454819470644,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.008,102,True,False,352,354,45312,5664,10.555753231048584,0.007404903881251812,1920,1922,246016,0.0095809455960989,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.0075,100,False,True,,,,,,,1920,1922,246016,0.008494904264807701,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.0075,101,False,True,,,,,,,1920,1922,246016,0.007413454819470644,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p03__smooth_B-2,NOG-FO,0.0075,102,False,True,,,,,,,1920,1922,246016,0.0095809455960989,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.03, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.011,100,True,False,16,18,2304,288,0.7393057495355606,0.009658369235694408,1920,1922,246016,0.007185565773397684,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.011,101,True,False,16,18,2304,288,0.7281747311353683,0.010161212645471096,1920,1922,246016,0.007796476129442453,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.011,102,True,False,16,18,2304,288,0.7678169310092926,0.009937060996890068,1920,1922,246016,0.007989669218659401,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.01,100,True,False,16,18,2304,288,0.7393057495355606,0.009658369235694408,1920,1922,246016,0.007185565773397684,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.01,101,True,False,64,66,8448,1056,2.062222346663475,0.00862131081521511,1920,1922,246016,0.007796476129442453,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}"
NOG-FO__M-16__data_B_total-64__eta-0p1__smooth_B-2,NOG-FO,0.01,102,True,False,16,18,2304,288,0.7678169310092926,0.009937060996890068,1920,1922,246016,0.007989669218659401,"{""M"": 16, ""data_B_total"": 64, ""eta"": 0.1, ""smooth_B"": 2}"
