method,base_method,iteration,round,block_id,worker_count,eval_point,delta,target_delta,smoothing_delta,M,lr_or_eta,block_oracle_norm,time_sec,formal_seed,problem_seed,partition_seed,method_seed,oracle_type,work,total_work,per_worker_work_max,per_worker_work,eval_work,communication_round,depth,objective,stat_proxy,evaluation_delta,train_accuracy,test_accuracy,candidate_id,candidate_parameters,candidate_rounds,target_total_work,dataset,batch_size,seed_role,small_batch,large_batch,restart_period,restart_mixing_rounds,epoch_length,domain_radius,theory_multiplier,smooth_B,data_B_per_worker,comparison_method,dataset_key,ablation_stage,ablation_method
NOG-ZO-NONOPT,NOG-nonopt,1441,1441,1441.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4017040431499481,5.855185270309448,737,100737,200737,1172365085,szo,184704,184704,23088,"[23088, 23088, 23088, 23088, 23088, 23088, 23088, 23088]",131072,1443,1443,0.5781546831130981,0.2997112572193146,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1537,1537,1537.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4335284531116485,6.2423131465911865,737,100737,200737,1172365085,szo,196992,196992,24624,"[24624, 24624, 24624, 24624, 24624, 24624, 24624, 24624]",139264,1539,1539,0.5496845245361328,0.2997112572193146,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1633,1633,1633.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6180442571640015,6.629507303237915,737,100737,200737,1172365085,szo,209280,209280,26160,"[26160, 26160, 26160, 26160, 26160, 26160, 26160, 26160]",147456,1635,1635,0.5213841795921326,0.2997112572193146,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1729,1729,1729.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6260855793952942,7.017093181610107,737,100737,200737,1172365085,szo,221568,221568,27696,"[27696, 27696, 27696, 27696, 27696, 27696, 27696, 27696]",155648,1731,1731,0.4927954375743866,0.2980309724807739,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1825,1825,1825.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5212745070457458,7.404052972793579,737,100737,200737,1172365085,szo,233856,233856,29232,"[29232, 29232, 29232, 29232, 29232, 29232, 29232, 29232]",163840,1827,1827,0.4649837017059326,0.2865456342697143,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,1921,1921,1921.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5761063694953918,7.791308164596558,737,100737,200737,1172365085,szo,246144,246144,30768,"[30768, 30768, 30768, 30768, 30768, 30768, 30768, 30768]",172032,1923,1923,0.4385225474834442,0.2672024965286255,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2017,2017,2017.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5088508725166321,8.17898154258728,737,100737,200737,1172365085,szo,258432,258432,32304,"[32304, 32304, 32304, 32304, 32304, 32304, 32304, 32304]",180224,2019,2019,0.414152979850769,0.2447983771562576,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2113,2113,2113.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.6161527633666992,8.566049098968506,737,100737,200737,1172365085,szo,270720,270720,33840,"[33840, 33840, 33840, 33840, 33840, 33840, 33840, 33840]",188416,2115,2115,0.3921450674533844,0.2245106995105743,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2209,2209,2209.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5515198111534119,8.952974081039429,737,100737,200737,1172365085,szo,283008,283008,35376,"[35376, 35376, 35376, 35376, 35376, 35376, 35376, 35376]",196608,2211,2211,0.3719280660152435,0.2093967199325561,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2305,2305,2305.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4873989820480346,9.345309495925903,737,100737,200737,1172365085,szo,295296,295296,36912,"[36912, 36912, 36912, 36912, 36912, 36912, 36912, 36912]",204800,2307,2307,0.3526475727558136,0.2001980692148208,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2401,2401,2401.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5313559174537659,9.736288785934448,737,100737,200737,1172365085,szo,307584,307584,38448,"[38448, 38448, 38448, 38448, 38448, 38448, 38448, 38448]",212992,2403,2403,0.3342209458351135,0.1931571513414383,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2497,2497,2497.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.4661354124546051,10.123149394989014,737,100737,200737,1172365085,szo,319872,319872,39984,"[39984, 39984, 39984, 39984, 39984, 39984, 39984, 39984]",221184,2499,2499,0.3164248168468475,0.1858169287443161,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2593,2593,2593.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5956820249557495,10.510356187820436,737,100737,200737,1172365085,szo,332160,332160,41520,"[41520, 41520, 41520, 41520, 41520, 41520, 41520, 41520]",229376,2595,2595,0.299520343542099,0.1758561730384826,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2689,2689,2689.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5236643552780151,10.899911880493164,737,100737,200737,1172365085,szo,344448,344448,43056,"[43056, 43056, 43056, 43056, 43056, 43056, 43056, 43056]",237568,2691,2691,0.2836175560951233,0.1633359044790268,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2785,2785,2785.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.5907836556434631,11.2867751121521,737,100737,200737,1172365085,szo,356736,356736,44592,"[44592, 44592, 44592, 44592, 44592, 44592, 44592, 44592]",245760,2787,2787,0.2691028416156769,0.1465476900339126,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2881,2881,2881.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3090287744998932,11.673997163772585,737,100737,200737,1172365085,szo,369024,369024,46128,"[46128, 46128, 46128, 46128, 46128, 46128, 46128, 46128]",253952,2883,2883,0.2563090324401855,0.131963238120079,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,2977,2977,2977.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3186029195785522,12.061569929122925,737,100737,200737,1172365085,szo,381312,381312,47664,"[47664, 47664, 47664, 47664, 47664, 47664, 47664, 47664]",262144,2979,2979,0.2447796612977981,0.1171783134341239,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3073,3073,3073.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3413253724575043,12.448264837265016,737,100737,200737,1172365085,szo,393600,393600,49200,"[49200, 49200, 49200, 49200, 49200, 49200, 49200, 49200]",270336,3075,3075,0.234855443239212,0.098484881222248,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3169,3169,3169.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2929550409317016,12.839122772216797,737,100737,200737,1172365085,szo,405888,405888,50736,"[50736, 50736, 50736, 50736, 50736, 50736, 50736, 50736]",278528,3171,3171,0.22674660384655,0.0809779465198516,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3265,3265,3265.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.336487203836441,13.22549819946289,737,100737,200737,1172365085,szo,418176,418176,52272,"[52272, 52272, 52272, 52272, 52272, 52272, 52272, 52272]",286720,3267,3267,0.2203693240880966,0.0624598488211631,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3361,3361,3361.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2692189812660217,13.61633801460266,737,100737,200737,1172365085,szo,430464,430464,53808,"[53808, 53808, 53808, 53808, 53808, 53808, 53808, 53808]",294912,3363,3363,0.2159392088651657,0.0394747518002986,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3457,3457,3457.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2416593432426452,14.027571201324465,737,100737,200737,1172365085,szo,442752,442752,55344,"[55344, 55344, 55344, 55344, 55344, 55344, 55344, 55344]",303104,3459,3459,0.2134902328252792,0.0235270336270332,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3553,3553,3553.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2434843480587005,14.424861669540403,737,100737,200737,1172365085,szo,455040,455040,56880,"[56880, 56880, 56880, 56880, 56880, 56880, 56880, 56880]",311296,3555,3555,0.2126207649707794,0.0193145517259836,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3649,3649,3649.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3027670383453369,14.819710493087769,737,100737,200737,1172365085,szo,467328,467328,58416,"[58416, 58416, 58416, 58416, 58416, 58416, 58416, 58416]",319488,3651,3651,0.2124352008104324,0.0207697693258523,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3745,3745,3745.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2117535024881363,15.219396114349363,737,100737,200737,1172365085,szo,479616,479616,59952,"[59952, 59952, 59952, 59952, 59952, 59952, 59952, 59952]",327680,3747,3747,0.2126901596784591,0.0250059030950069,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3841,3841,3841.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2489108145236969,15.615224838256836,737,100737,200737,1172365085,szo,491904,491904,61488,"[61488, 61488, 61488, 61488, 61488, 61488, 61488, 61488]",335872,3843,3843,0.2129787653684616,0.0269408710300922,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,3937,3937,3937.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2428390234708786,16.00721287727356,737,100737,200737,1172365085,szo,504192,504192,63024,"[63024, 63024, 63024, 63024, 63024, 63024, 63024, 63024]",344064,3939,3939,0.2128825187683105,0.0267181880772113,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4033,4033,4033.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2089418768882751,16.40312647819519,737,100737,200737,1172365085,szo,516480,516480,64560,"[64560, 64560, 64560, 64560, 64560, 64560, 64560, 64560]",352256,4035,4035,0.2122493982315063,0.0263054650276899,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4129,4129,4129.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3053747415542602,16.798081398010254,737,100737,200737,1172365085,szo,528768,528768,66096,"[66096, 66096, 66096, 66096, 66096, 66096, 66096, 66096]",360448,4131,4131,0.2112679928541183,0.0253810547292232,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4225,4225,4225.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2529722452163696,17.191444873809814,737,100737,200737,1172365085,szo,541056,541056,67632,"[67632, 67632, 67632, 67632, 67632, 67632, 67632, 67632]",368640,4227,4227,0.2100091725587844,0.0240487828850746,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4321,4321,4321.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2526855170726776,17.581673622131348,737,100737,200737,1172365085,szo,553344,553344,69168,"[69168, 69168, 69168, 69168, 69168, 69168, 69168, 69168]",376832,4323,4323,0.2086678296327591,0.0229589771479368,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4417,4417,4417.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2342820316553115,17.97057557106018,737,100737,200737,1172365085,szo,565632,565632,70704,"[70704, 70704, 70704, 70704, 70704, 70704, 70704, 70704]",385024,4419,4419,0.2074031382799148,0.0218189861625432,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4513,4513,4513.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.1049756631255149,18.3572416305542,737,100737,200737,1172365085,szo,577920,577920,72240,"[72240, 72240, 72240, 72240, 72240, 72240, 72240, 72240]",393216,4515,4515,0.2062797546386718,0.0204330775886774,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4609,4609,4609.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2184593230485916,18.75298762321472,737,100737,200737,1172365085,szo,590208,590208,73776,"[73776, 73776, 73776, 73776, 73776, 73776, 73776, 73776]",401408,4611,4611,0.2053026407957077,0.0192037615925073,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4705,4705,4705.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3107022643089294,19.148897409439087,737,100737,200737,1172365085,szo,602496,602496,75312,"[75312, 75312, 75312, 75312, 75312, 75312, 75312, 75312]",409600,4707,4707,0.2043547332286834,0.0192169453948736,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4801,4801,4801.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.366547554731369,19.544859886169437,737,100737,200737,1172365085,szo,614784,614784,76848,"[76848, 76848, 76848, 76848, 76848, 76848, 76848, 76848]",417792,4803,4803,0.2034801244735717,0.0193557925522327,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4897,4897,4897.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2134718298912048,19.93624520301819,737,100737,200737,1172365085,szo,627072,627072,78384,"[78384, 78384, 78384, 78384, 78384, 78384, 78384, 78384]",425984,4899,4899,0.2025680989027023,0.0189041923731565,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,4993,4993,4993.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2885529100894928,20.32306981086731,737,100737,200737,1172365085,szo,639360,639360,79920,"[79920, 79920, 79920, 79920, 79920, 79920, 79920, 79920]",434176,4995,4995,0.2016840875148773,0.018466493114829,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,5089,5089,5089.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2642861008644104,20.718125343322757,737,100737,200737,1172365085,szo,651648,651648,81456,"[81456, 81456, 81456, 81456, 81456, 81456, 81456, 81456]",442368,5091,5091,0.200875237584114,0.0173580665141344,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,5185,5185,5185.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2861184179782867,21.11428284645081,737,100737,200737,1172365085,szo,663936,663936,82992,"[82992, 82992, 82992, 82992, 82992, 82992, 82992, 82992]",450560,5187,5187,0.2001654207706451,0.0162616614252328,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,5281,5281,5281.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.3045197129249573,21.50864553451538,737,100737,200737,1172365085,szo,676224,676224,84528,"[84528, 84528, 84528, 84528, 84528, 84528, 84528, 84528]",458752,5283,5283,0.1997839212417602,0.0173404011875391,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
NOG-ZO-NONOPT,NOG-nonopt,5377,5377,5377.0,8,y_bar,0.002,0.002,0.001,1.0,0.0001,0.2926954925060272,21.90779972076416,737,100737,200737,1172365085,szo,688512,688512,86064,"[86064, 86064, 86064, 86064, 86064, 86064, 86064, 86064]",466944,5379,5379,0.1993478387594223,0.017900651320815,0.002,0.9029206037521362,,NOG-ZO-NONOPT__M-1__data_B_total-64__eta-0p0001__smooth_B-1,"{""M"": 1, ""data_B_total"": 64, ""eta"": 0.0001, ""smooth_B"": 1}",7678,983040,ijcnn1,,,,,,,,,,,,current_NOG-nonopt,ijcnn1,formal,NOG-ZO-NONOPT
